sentimen	Tweet
0	oh melayu mun hutang orang ya orang tagih deh chat rah ws ig sik reply hahaha jaharu juak laki
1	takut kelompok mana adil tegak syarat utama prose
0	nak amal surah al ikhlas kali esok tengok miracle sih
1	bikin gue brenti senyam senyum ya dua karakter asa oh hae young amp nam
0	entar gua beli a cemplungin kolam renang oke dandy okee
-1	berani perempuan jeungainglah
-1	wow muak twitter isi banyak leceh indomie jadi indomie
-1	teroris aksi tanah teroris
0	bri rcti ya entar kapai mas ecek sound kabel studio dahsyt hokya hokya
-1	moga laku tangkap amp hukum bu ratna moga baik semo
-1	jenis babi lihat anjing kawan bakat seo
0	salah lapar mantik insting survive kurang mampu pikir a
0	win kotor bedak
0	everything needs a closure takat lost contact orang awkward alas seangkatanya srsly dunia cl
1	amin moga saudara sana tabah amp moga kondisi palu pulih amin agnation from bulukumba
1	sayang doa allah allah jaga takdir ubah doa usaha
0	ayo pagi pagi ngeriew test ride honda brio by motor arogan honda bigolive
1	anda ketemu p haha
0	kuliah tips kerja kuliah lancar
0	takutsalahoal asa cewek susah tebak suka bingung pilih tentu
-1	otak ganyampe bahasa melapaui batas ambil simpul
0	selamat haribatiknasional oktober tetap batik nasional internasional
-1	kelak rindu hati rumah nyaman huni cinta
-1	suka khayal tentang temu bicara kau sedih
0	nak lahir generasi lembab manja skill soal jenis
1	buti nalang ganito kak mahal kayak crush e hahahahaha marvin marvin acebomarvin acebo acebo
-1	curiga gue
-1	duaduanya bego
1	pasayahin haha
1	selamat batik nasional
0	pegang ya
0	totally agreeampe putus gara-gara enggak pernah show off ya bahagia
0	paus fransiscus doa korban tsunami diulawesiemoga tuhan senantiasa serta saudara diulawesi
0	lantik orang lampau jawat pegang nescaya allah tolong pering
0	ah
1	pandang manusia akhir hidup
0	presiden pesan atlet juang amp keras hasil baik asianparagames
0	selamat batik nasional batik budaya ciri khas indonesia jagan budaya ambil ol
-1	ketemu main hp cari bahan ditubirin bareng biar obrol
0	alam timpa meteor waks pusing lihat judul berat mamen
0	gue nih julid tipe manusia ikut vote streaming idolnya menang mre
0	ayok kursus bareng bareng dep biar ngei
1	bangeetemoga kuat ya tunggu nya
0	tumben nak
0	orang melayu suka rajuk deh rajuk ret nak cakapamada pendam bawa
0	tinjau ucap pedas ya kabar objek
1	harga ingat hati cuman roro mendut traditionalkin care
-1	kabo jelang model kamera munafik miskin baru
0	hyuna adik
1	wkwkw tweter satu nor
-1	sakit pikir pikir bijaksana bijaksana tahan hidup
0	apa semalem hebring banget berita comebacknya exo sih tanggal comeback
0	pulang pulang
1	jalan hasil daki wajar proses capai sukses mudah
0	selamat haribatiknasional tahu batik indonesia teknik teknologi pengemb
0	juta tutup mata nih
0	tuntun sudut pandang jahat bantu hukum sisi jahat kat
-1	lantai hukum janji sejahtera percaya definisi sejahtera dijan
0	suruh
0	ya kerja kelompok kerja kelompok
0	lawak mata saudara mara negeri kat malaysia orang survivor
0	tidur lampu dimatiin dinyalain why nyala mati ya tidur tuh
0	lantai keluarga erti lulus hukum mengenyampingkan
0	jenis kulit
-1	dukung postingannya bawa nama allah ayat qur an lagak islam
-1	orang tlh aniaya bu ratna anggap manusia makhluk
1	teens fannie tau indah amp sinar ketimbang bintang hah
0	proses detoks gantung riwayat kosmetik sadariadarilah dann
0	mahal kaso maissue kak
0	bagi
0	wawancara billboard korea dj afrojack bts korea
1	kabar gembira jakarta circus makassar bukaubsidi hs all member tim kak tiket
-1	susah moveon erti kalo moveon lupa rela
1	hm iyasih aura strong ketemu strong super strong tunggu duet maut ya
0	masuk musim hujan alam sempat benah salur air atap rumah
1	sukses jalan lurus mudah komitmen fokus semangat amp dedikasi banding kep
-1	om pliss sama orang indonesia orang segi disiplin jauuhh langit bumi
0	humor gus dur cerita harto hanyut banjir tau har
0	antibiotik makan buah shj perut kosong muntah reaction kotbb google po
0	profilpict kak
0	bentar ya frinz a cari tumbal masuk moogen biar keluarga lengkap habis a bal
-1	daomingi deskripsi tipe cewek pokok diahancai baik tipe cewek
1	waras bencana selesai jadi oplos sampah sumpa
0	ui ikom upi saig upn ikom salah deh
-1	lelaki kau merosakkan perempuan sayang kau hormat kau mak kak
-1	jarak nyata
0	ladies coba cek pacar gay
0	idm kepo time someday ketemu bangtan kasih sempat obrol sih
1	msg pandang jalan pilihebagaimana tuhan cipta manusia
-1	bas pegi klcc duduk je rumah orang seb
1	makna dato kahwin dato gay lmao
0	giveaway ale mijoo cantik banget kemarin pas pakai baret give away matte chic lip lacquer wendy sha
0	cari album list line ya
0	mohon moga kali sempat ulang
0	luna sih pelakor ya
-1	fakta baikosialisme komunisme kapitalisme bahaya ber
0	presiden rakyatiapa jokowi adaeandainya sobat
0	sorry slow respon singgah dikarawang tante butuh pasang laki laki
0	gaji tanggal tanggal biar gaji numpang coba tips aditya gue windarw
-1	mention jasmev pernaherang kasar jenderal presidencom
0	coklat cadbury dus bengbeng drink bananaous choco snack
1	asa banget kayak tuhan ya singgahin tetiba tinggal puing puing
0	tuh duit koneksim untung nembus mamarika bi
1	btw cantik nder
-1	buat kecut biadab ya iniemoga pelau cepat tangkap
0	batik identitas dunia jokowi batik haribatiknasional
0	selamat haribatiknasional mari cinta jaga lestari batik waris budaya bangsa cnnindonesia https
-1	main kasar pancing seteru periksa tkpaksi saksi periksa cctv tkp hasil visum
0	mukin ngelamun gendam next ati
1	loalah iya beh coba cpns beh moga kerja cocok amin
1	kecewa luang syukur hidup jalan mestin
0	hamil sih
0	a b wajar nimbrung abjad ngurut wkwk a b
-1	kasih tau tuh orang suka reak kafir biar paham
0	hey
-1	hai bodoh nya gagal lihat wanita abis a
1	trenyuh bahagia lihat foto senyum semangat jaga
-1	ustad berani hina
0	before math lawan
1	rezeki kongsi rezeki bahagian orang
-1	bak fina lelaki nak teranh hah hamekk kauu straight the point je sakit
-1	malas ah marah
0	ikhlas nay mah rela
-1	rindu dahi
-1	jelek kalo manyun manyun
0	hidup muluk muluk cinta orang berfikirlah biar cinta
-1	heran manusia sempat sempit bisa buat tengah musib
0	soloopers lewatin nih ikut inspiring talkshow universitas diponegoroemarang ha
1	esungguhnya pahala balas uji beratungguh allah cinta kaum men
0	ngelupain butuh enggak usah cari tau mana nyak
0	jerman ingat ingat percaya sejarah nazi isi ribut keping
-1	aktivis perempuan ratnaarumpaet aniaya orang kenal rumahakit rahasia t
0	orang perempuan cuba tips niebelum pakai tudung korang mesti gosok tudung korang letak jari kat sterika
0	indonesia ragam suku budaya identitas bangsa batik salah identitas nusantara ha
0	pribadi kalo konsultasi sihoalnya bisa mau kayak disaranin ambil
0	indonesia nasida ria indonesia bangsa indonesia negeri cantik alammuubur tanah indah
-1	anak serkap jarang rana jarang kadang sangka buruk orgering simpul kak
1	khawatir apa jarak apa rindu doa cinta
0	ah ya umur sekian main comot laku hihihi seram ngebaya
0	gaduh
-1	innalillahi moga cepat hukum kasihan moso berani
-1	kenal orang nak mandai describe keburu orang
0	tim medis gerak coba bantu ringan derita saudara saudara diulawesi tengah batas
-1	pas ketemu om tante dengar kalimat gede ya pengin banget teriak eh bgst
1	terima kasih moga lekas sembuh amp sehat
0	pokcik nasi deh bubur impi berlian kaca cepat percaya janji mel
0	ya kayak sulit biaya tonton live
-1	bohong ih pura pura kenalama tau
1	nusaatu bangsaatu bahasa indonesia
0	kalo amat nes v encer kental
0	habis massage tt pakai minyak kayu putih ya
-1	asik kamar tekun ibadah rayu tuhan masuk surga
1	ayo gerak bidang gerak mampu gerak gerak kom
1	bahagia senyum ketawa saat samping
0	legit kes kena duit simpan bank islam
1	percaya pada percaya
0	ayo kenal dikirimin skincare
0	lebam
-1	korban gempa palu kecewa jokowi bawa bawa wartawan orang mengamukemua jokowi lokasi gempa ta
0	diri jabat tangan ayah ucap janji rabb ber
-1	hai mohon maaf ketidaknyamanannya kendala sistem tracking
0	keras haya rangka salah
1	masyaalloh sambut cawapres diumenep adilmakmur cita cita prabowosandi pres
0	anti jumpaa
-1	bangga orang bangga orang tiga bangga orang hubung
0	bisa
-1	sedih hasil tanding lawan australia baik hebat stamina
-1	papa orang turun keluarga budha katolik mamah ku islam keluarga papa maaf ya
-1	im not sure anggap teman
-1	jabat negara tau atur janji tepat provokasi orang
0	selamat pagi kawan kawan buka harga minyak tutup tong dagang amarika terima kasih
1	alhamdulillah wii kakak hasna aal gempa cuman keluarga palu kak hasna
0	headlineheila on band favorit generasi tuju kompasianer
0	elsa malik
1	hilang sombong sombong apa dunia prayforpalu
1	sabar sis abai je i love you sis kenal but you pakai me syukur terima yan
0	line sent a photo babe lunch dideket kantor kesini ya biar lunch bareng
1	tabah perintah ingkar
1	luv
-1	you try kat mulut you tau kurang mulut laser
0	scroll
1	allah temu orang rana allah nak kuat pandai pandai pilih teman amp
-1	jarah toko mas jarah barang elektronik jarah toko pakai toko rusak jarah toko hp jarah ban bobol
0	quote kasihan kak zhae mentabnya membludak biar dua eoh mentionannya
0	kalo gandeng
1	kondisi apa amp insyaallah pancasilasakti warga negara indonesia wajib me
0	ako nya bahala dun kilala naman keesha
0	nyantai
-1	by grebek
0	kak bikin tweet inti kes
-1	dua mudah belenggu ikat cinta
0	orang lelaki cuba tips niebelum pergi futsal bola mesti pilih seluar korang letak sterika kat peha
0	laheokmin kapai
-1	maaf lanjur pikir
0	thread rekomendasi film film indonesia tonton film indonesia teman bilang film indonesia
-1	miror mileaitu norak beraninyahare base iri yaama lagieneng
1	amin ayo ayo ngumpul bareng
0	komuknya chen anjer oh iya hey nala
-1	paham petinggi suka persib juara beda kelas mere
0	duh cees kabar
0	tim cari pakta golong ya habis
1	ah munculah nderr bukti gentle fighting
0	ratnaarumpaet kondisi babak bur pagi rumahakit dirahasikan beliau kondisi t
1	marah go check out bawa family deh kawin uc sembang
1	entar jualin ya mitra bisnis yegak wkwkkw
-1	kalo bunuh sensor rugi orang sensor expose
1	ideologi pancasila latar bangsa indonesia agam jaga
1	momen harga mylovefromanotherstar
-1	mesakke ik pengin ngewangi mbeneke
0	syukur allah
0	bayang kalo tbtb release teaser foto benar sembilan
1	kalo lega tunggu
-1	resolusi bantu buyer seller iklan nama doang gede
0	oktober tanda pasuk bahasa danastra indonesiaobatijak bang jek kasih tau ok
0	salam ulama orang paham agama
0	biar ombak desir bawa pergi penat latepost pantai kuta bal kuta beach pantai kuta bal
0	long live mm mm mm mmklaten llmm
0	wait deh tua terkhir neko
0	isep keluar mulut ya
1	hidup cari kebahagian ajar alami
-1	ckckck main kasar
0	lombok main pantai bosan cek thread main pringgabaya karen
-1	dukung sok erti agama hubung bencana warga anggap dosa harus
-1	rasulullah larang kait fenomena alam musibah kait gempa tsunami palu donggala
1	rajin rajin malas haahahahahah arghh malas nak buang hahahah
0	hello nak gmbr
0	hi terima kasih maya aga
-1	biar koar
0	hah suka makan
-1	sih harap kasih perhati haha kondisi daa
-1	busuk
0	pakai batik batik mamake wow badan perawan pas bad emak anak baju langsing
0	ya
0	ziarah makam karl marx lenin rumah kelahirantalinaya baca buku buku
1	thank
-1	galak
-1	baca titi air mata saat warga lombok sulit akibat gempa gotong royong
0	berapa kali buban col
-1	aduh stalking ya
0	film tunduk lindung tahan hidup me
-1	banci berani keroyokan emak keroyok astaghfirullahemoga aparat hukum nyali menang
1	mahal hihihihi shubra shubra
0	selamat tengahari kawan kawaneptember tinggal oktober menyusuletelah
0	kaum milenial pasar potensial dunia asuransi sentuh alas
1	mari negeri doa sembuh
0	ah pacar ya
0	moga saudara saudara malu skitarnya kak tabaha
0	indak duduk discuss assignments maksud discuss discuss main fon
0	dosa pahlawan revolusi lapis surga lapis neraka gubernur bupati
0	hmm gigi selamat form three konfiden nak senyu
0	tahu batik tetap unesco waris manusia budaya lisan nonbendawi oktob
-1	diam diamekarang cinta diam bagi milik ketidakmungkin
1	cinta baik untuk baik
1	moga allahwt lindung
-1	rindu tahan
-1	contoh konten hoax nyata sayang tinggal terima
0	selamat oktober wish nya moga temu selanjutnyaa
0	rapat baris kit sudha gerombol dukung rejim
-1	akun ratnasrempet diam klarifikasi berita aniaya bohong masyara
0	jaman orde beras eksport gula kopi dolar murah rakyat lowong kerja rakyat sejahtera adil
0	situasi chaos anjur jarah jarah susah truk minyak goren
-1	gapantes kasih mah lu
0	korban protein rawan bikin ikan roa kering abon ikan telur rebus amp nasi bungkus kemarin kirim
1	amin ya rabb be strong bunda
1	terima kasih nya bantu doa sekelurga saudara nya palu donggala maaf bi
0	al fatihah baca orang sakit tinggal dunia baca rindu
0	ajak kot lepas haircut automatically hensem im gettin old
0	st batch oil painting stokinetiap batch pairso pakai concept sapa cepat next batch
0	upemua komen baikoal winner like comment up khusus dipostingan winner ya dipostingan
-1	sory celah anak ramai didik ilmu agama kat anak bant
0	kalo kemarin dapetnya member doang ku kasih all member
0	ab yuk absen punyapeedometer mutualan rep ya
1	mari berhuhu
0	bukain sharingnya bantu cari isiin list nya
-1	yanganggup berbuateperti pki teman aktivis gantipresiden ting
0	nona
-1	peduli bencana
1	kiri final landas pancasila uud tinggal syukur melih
-1	bahasaugi manusia kerdil seperti tuhan
-1	moga wanita jauh laki laki babi suka main fisik kayak btw story temenku miris ba
-1	main libat kena imbas ulah suporter pukul pimpin klasemen
1	semangat ayangie
0	hm mau
-1	jelek header ganteng ganteng
1	larva ya gemas lihat merah mungil lucu wkwk
1	iya deh norak kampung banci wkwkwkwkwk
-1	bingung mt an
1	suka ikon gegara suka lihat cover waveya lagu enak ikon tuh pas closing asi
0	selamat batik nasional spesial kenal yuk motif batik khasukabumi
1	haah je tengok batch ramai pregnant julia sikit hahahahah
-1	lapar makan tv led barang elektronik emas baju toko ambil
0	blackeptember pflp nama partai kuat senjata repot israel era an a
0	terkadang tuli dengar buta lihat biar hati biasa dengar ri
1	lol
1	doa mantan kiper persijatimolo fc palu moga ferry rotinsulu keluarga masyar
0	perlu servis xpe tolong sebar khidmat koemoga n wife n anak murah
1	sungguh bersahaj
0	lelaki rajuk lepas makan deh okay sambung rajuk okay
0	perhati rajin batik indonesia batik tradisional haribatiknasional
-1	sanggup hilang ya eaa
1	askmf ayo guys dukung asi games butuh dukung atlet
-1	kalah wkwk
0	pakai emot heart
0	poin hasil rapat perdana timses prabowoandi strategi total football dukung amp tuju berkhidm
-1	main
1	hari warna favoriteocial artist amas
1	ingat tatkala tuhan memaklumkanesungguhnya syukur tambah nikmat kepa
0	wow hemat beli produk unilever minimal ribu potong ribu lohahabat alfacart belanjaekaran
-1	makan nasi ketawa langsung marah ayo a kua sah makmum
0	bahagia cipta didapatkanelamat harielasa adik adik itsath moga
-1	me
0	takyah gf acap kumpul duit beli appreciate
0	kaum milenial pasar potensial dunia asuransi sentuh alas merek
-1	yeol gaboleh bully bantet kasihan
1	prabowosandi innalilahi wa inailahi rojiun coba tubi tubi moga allah senantiasa jaga
0	lihat ubah laku nothing nothing
1	doa team danatu satu nama sebutuka sedih banyak single pare
0	pilih jas saran jas cocok
1	mari bangkit bersamauntuksulawesi
1	ah iya gua bingung cherish the moment ya kolup wkwkwk
-1	percaya tuhan sih bencana ngehubungin
-1	bbc
0	pegang lesen terbang tempoh minggu serah lesen kena tindak anthony loke
1	kau tanam cinta sepenuh diam rongga dada makna
1	hehehhe faham diorg actually pandang nak golong kene tindas
0	r o mesin tap buat air batu mesin keluar air r o
-1	biso lihat tenang dikit ya
0	ya akaun twitter tweet alam allah punyao timbang tara kedu
-1	sebar hoax ujar benci edit situasi panggil tahan laku projo percaya buk
0	mahal nya mahal
1	doyoung pemuda senyum panggil nama lari peluk erat
-1	tengsin ya fpi hina hujat eh depan
-1	husnudzon jokowi amp team kampanye nya lepas buat hoax lihat sungguh menang
-1	statement ngawur bikin indonesia kenal negara rusuh
-1	bangun malam temu rabb bangun impi impi tausiyahku
-1	jamaah maiyah prihatin sedih doa semuaaudara korban gempa
1	prabowoandi politisasi saudara timpa malang kirim bantua
-1	diam laden berani
1	baya tim hebat lurrupoernya terbaikk rusuh jambret ras ona
-1	usia muda bosan tinggal rumah family bebas konon nye kak orang yan
1	orang apa diri diri putus boer
1	yes orang unj jumpa pelbagai ragam manusia and now deh jumpa tabah hati t
-1	why should you care balas mendem jahat tell her
